;Title, http://www.gcdataconcepts.com, x16-1d, ADXL345
;Version, 1877, Build date, Jan  8 2020,  SN:CCDC4016ECDDBE3
;Start_time, 2022-11-16, 22:35:31.453
;Uptime, 4,sec,  Vbat, 1422, mv, EOL, 1100, mv
;SampleRate, 100,Hz
;Deadband, 0, counts
;DeadbandTimeout, 15.000,sec
;Time, Ax, Ay, Az
7.443149,-177,-768,-1843
7.452917,-6,-640,-1938
7.462715,-100,-645,-1911
7.472483,-229,-640,-1856
7.482483,-102,-527,-1843
7.492282,58,-434,-1911
7.502050,-2,-413,-1934
7.511848,-165,-392,-1934
7.521617,-231,-343,-1972
7.531617,-229,-283,-1961
7.541415,-208,-220,-1941
7.550845,-170,-195,-1954
7.561010,-140,-188,-1950
7.570808,-65,-147,-1920
7.580607,8,-97,-1916
7.590607,-47,-90,-1948
7.600375,-168,-86,-1982
7.610174,-243,-49,-1990
7.619942,-225,-15,-1968
7.629740,-136,-8,-1950
7.639740,-79,7,-1945
7.649508,-84,32,-1927
7.659307,-102,41,-1938
7.669075,-129,42,-1959
7.678874,-165,48,-1968
7.688874,-179,46,-1973
7.698642,-150,41,-1954
7.708440,-118,42,-1945
7.718208,-104,60,-1945
7.728007,-111,46,-1936
7.738007,-134,16,-1954
7.747775,-156,10,-1968
7.757574,-163,-2,-1963
7.767342,-131,-6,-1945
7.777140,-102,-15,-1954
7.787140,-120,-45,-1979
7.796908,-159,-63,-1982
7.806707,-186,-81,-1979
7.816475,-165,-92,-1966
7.826274,-106,-117,-1965
7.836274,-72,-150,-1957
7.846042,-90,-161,-1938
7.855840,-102,-190,-1931
7.865608,-111,-233,-1911
7.875407,-175,-265,-1950
7.885407,-249,-309,-1993
7.895175,-274,-365,-1963
7.904973,-190,-399,-1966
7.914772,-27,-417,-1904
7.924540,14,-463,-1843
7.934540,-106,-527,-1918
7.944339,-150,-588,-1909
7.954107,-34,-633,-1857
7.963905,-52,-683,-1879
7.973673,-229,-790,-1886
7.983673,-272,-847,-1875
7.993472,-184,-852,-1848
8.3271,-67,-927,-1797
8.13039,-109,-979,-1770
8.22837,-243,-1043,-1745
8.32837,-133,-1184,-1716
8.42605,-27,-1195,-1684
8.52404,-38,-1179,-1613
8.62172,32,-1349,-1615
8.71971,-33,-1425,-1600
8.81971,-136,-1422,-1486
8.91769,-59,-1579,-1497
8.101537,-134,-1625,-1477
8.111336,-283,-1641,-1291
8.121104,-147,-1848,-1265
8.131104,17,-1813,-1277
8.140902,-17,-1722,-1136
8.150671,-38,-1916,-1063
8.160469,-2,-1972,-1013
8.170237,-36,-1990,-883
8.180237,-13,-1997,-788
8.190036,51,-1972,-759
8.199804,37,-2136,-699
8.209602,-38,-2243,-588
8.219370,-174,-2252,-468
8.229370,-190,-2227,-336
8.239169,-11,-2166,-275
8.248968,178,-2186,-242
8.258736,191,-2229,-113
8.268534,51,-2209,33
8.278534,-95,-2227,110
8.288302,-134,-2243,212
8.298101,28,-2156,360
8.307869,139,-2175,419
8.317668,23,-2265,417
8.327668,3,-2109,551
8.337436,117,-1920,739
8.347234,85,-1991,748
8.357033,32,-2007,751
8.366801,82,-1840,862
8.376801,128,-1888,965
8.386599,162,-1947,1085
8.396368,139,-1677,1110
8.406166,32,-1647,1108
8.415934,-11,-1879,1290
8.425934,62,-1774,1406
8.435733,128,-1416,1303
8.445501,164,-1277,1296
8.455299,171,-1507,1492
