;Title, http://www.gcdataconcepts.com, x16-1d, ADXL345
;Version, 1877, Build date, Jan  8 2020,  SN:CCDC4016ECDDBE3
;Start_time, 2022-11-16, 00:19:30.482
;Uptime, 4,sec,  Vbat, 1430, mv, EOL, 1100, mv
;SampleRate, 200,Hz
;Deadband, 0, counts
;DeadbandTimeout, 15.000,sec
;Time, Ax, Ay, Az
2.853363,242,-1006,308
2.858218,166,-975,303
2.863072,-113,-1381,896
2.868072,-679,-686,1115
2.872927,-802,-704,1035
2.877782,-550,-704,501
2.882782,-475,-647,21
2.887637,-515,-731,701
2.892491,-479,351,1348
2.897491,80,199,878
2.902346,508,-534,467
2.907201,194,266,460
2.912201,355,126,166
2.917056,705,-217,44
2.921910,505,714,626
2.926910,267,646,774
2.931765,-193,382,317
2.936620,-370,869,446
2.941620,-322,423,303
2.946505,-609,935,-311
2.951360,-409,1064,-168
2.956360,-25,-81,85
2.961215,-27,1389,-756
2.966069,-324,1437,-2570
2.971069,267,-181,-1304
2.975924,871,2337,851
2.980779,285,3720,-811
2.985779,546,2060,-838
2.990633,657,2037,596
2.995488,-259,2255,-875
3.488,-495,2417,-2391
3.5343,10,1585,-543
3.10198,-367,567,-665
3.15198,-1211,1855,-3698
3.20052,-352,1398,-1657
3.24907,-81,996,-1407
3.29907,-743,2015,-3854
3.34762,271,1421,-1827
3.39617,594,1596,-1668
3.44617,-27,1203,-3077
3.49471,30,258,-3139
3.54326,42,230,-3597
3.59326,23,130,-3809
3.64211,16,694,-3927
3.69066,23,576,-3850
3.74066,55,-167,-2806
3.78921,-4,83,-3459
3.83776,-59,-156,-4966
3.88776,-65,-643,-3868
3.93630,-81,-408,-3520
3.98485,-136,-622,-3945
3.103485,-165,-986,-3447
3.108340,-138,-1361,-3763
3.113195,-145,-1559,-3677
3.118195,-156,-1418,-3023
3.123049,-131,-1802,-3364
3.127904,-99,-2079,-3613
3.132904,-18,-1766,-2884
3.137759,-6,-1466,-2129
3.142613,-202,-1991,-2273
3.147613,-338,-3148,-3114
3.152468,-224,-2461,-3016
3.157323,-95,-525,-1090
3.162323,-18,-1574,-318
3.167178,-206,-3941,-2582
3.172063,-565,-2300,-2743
3.177063,-413,-661,208
3.181918,-13,-2489,-192
3.186772,121,-2654,-2184
3.191772,287,-1395,-690
3.196627,373,-2147,1065
3.201482,99,-2897,-45
3.206482,-54,-1622,-979
3.211337,126,-1356,742
3.216191,8,-2470,1231
3.221191,-374,-2232,-127
3.226046,-377,-1481,33
3.230901,-436,-1306,690
3.235901,-525,-1484,669
3.240756,-290,-1322,551
3.245610,-156,-993,628
3.250610,17,-824,478
3.255465,199,-945,558
3.260350,135,-1061,1117
3.265350,144,-213,973
3.270205,214,-350,624
3.275060,-33,-1102,799
3.280060,-331,-168,1030
3.284576,-549,289,1008
3.289797,-533,-425,798
3.294683,-254,-249,767
3.299683,-334,571,394
3.304537,139,-34,66
3.309392,846,-759,374
3.314392,421,516,294
3.319247,391,830,549
3.324102,505,221,1019
3.329102,-149,928,760
3.333956,332,1026,1144
3.338811,208,1301,-611
3.343811,-540,574,-1965
3.348666,80,317,532
3.353520,5,3447,669
3.358520,344,2837,799
